hour,id,score,comments,best_rank
0,48385906,1060,399,
0,48386725,200,87,
0,48387095,79,76,
0,48387251,78,7,
0,48387270,796,1381,
0,48388324,992,411,
0,48388909,113,34,
0,48389284,188,123,
0,48389360,946,275,
0,48389368,220,154,
0,48389681,173,96,
0,48390175,60,62,
0,48390269,77,114,
0,48390400,110,11,
0,48391611,1526,706,
0,48391957,63,98,
0,48392004,831,792,
0,48392082,229,106,
0,48392343,401,216,
0,48393252,155,31,
0,48394587,41,18,
0,48394799,128,49,
0,48395648,63,18,
0,48396783,59,19,
0,48397028,606,227,
0,48397148,48,29,
0,48397233,457,131,
0,48397681,26,3,
0,48397731,107,102,
0,48397986,45,11,
0,48398055,689,303,
0,48398689,73,5,
0,48398703,73,8,
0,48398925,251,109,
0,48399069,14,3,
0,48399974,143,16,
0,48400151,152,48,
0,48400588,350,243,
0,48400842,531,702,
0,48402116,121,35,
0,48402137,167,34,
0,48402744,105,35,
0,48402936,25,1,
0,48403488,35,1,
0,48403588,332,298,
0,48403980,538,142,
0,48404905,106,27,
0,48405019,152,144,
0,48405264,93,21,
0,48405718,1059,515,
0,48405815,124,36,
0,48405890,56,5,
0,48405931,224,47,
0,48406174,732,1111,
0,48406198,283,159,
0,48406358,281,73,
0,48406582,12,1,
0,48406640,304,124,
0,48406729,43,12,
0,48407368,67,27,
0,48407451,168,118,
0,48407499,215,151,
0,48407653,58,2,
0,48408016,425,317,
0,48408067,129,47,
0,48408442,195,66,
0,48408854,336,136,
0,48408995,44,21,
0,48409173,173,185,
0,48409191,893,567,
0,48409306,210,46,
0,48409474,232,88,
0,48409664,437,231,
0,48409675,191,183,
0,48409955,156,78,
0,48410427,127,39,
0,48410844,150,84,
0,48411102,114,18,
0,48411635,511,560,
0,48411799,132,84,
0,48412818,50,21,
0,48413067,40,31,
0,48413072,311,93,
0,48413254,241,1052,
0,48413295,290,102,
0,48413366,159,14,
0,48413464,422,267,
0,48413500,520,213,
0,48413645,81,10,
0,48413655,221,43,
0,48414027,372,273,
0,48414367,469,107,
0,48414653,405,130,
0,48414869,62,16,
0,48414978,72,30,
0,48415217,589,235,
0,48415457,162,29,
0,48415828,81,13,
0,48416264,296,205,
0,48416635,148,41,
0,48416845,281,161,
0,48417490,323,941,
0,48418125,47,5,
0,48418839,52,6,
0,48419571,182,105,
0,48419769,31,4,
0,48419821,59,23,
0,48419823,19,5,
0,48420148,257,86,
0,48420586,12,7,
0,48421079,155,51,
0,48421145,90,35,
0,48421171,181,52,
0,48421442,1472,499,
0,48421858,820,145,
0,48423762,363,103,
0,48424125,84,81,
0,48424545,120,89,
0,48424605,330,556,
0,48424674,54,11,
0,48424960,44,3,
0,48425166,58,29,
0,48425247,138,49,
0,48425347,109,39,
0,48425528,358,345,
0,48425611,235,148,
0,48425723,272,64,
0,48425982,180,101,
0,48426202,142,76,
0,48426421,4,0,
0,48426916,45,0,
0,48426956,28,10,
0,48426957,17,0,
0,48427423,44,18,
0,48427468,181,22,
0,48427480,139,19,
0,48427523,609,514,
0,48427526,67,170,
0,48427592,30,5,
0,48427629,83,26,
0,48427643,704,264,
0,48427883,28,11,
0,48428025,418,124,
0,48428356,198,203,
0,48428475,174,60,
0,48428727,45,34,
0,48430539,261,32,
0,48430608,16,7,
0,48430821,82,18,
0,48430860,207,269,
0,48430923,173,75,
0,48431079,68,12,
0,48431085,195,110,
0,48431213,152,33,
0,48431286,174,86,
0,48431461,282,134,
0,48431889,19,0,
0,48431981,320,266,
0,48432199,427,97,
0,48432439,55,9,
0,48432722,86,39,
0,48433305,52,0,
0,48433356,48,15,
0,48433525,74,31,
0,48433756,399,72,
0,48433927,21,0,
0,48433973,28,6,
0,48434312,1133,1064,
0,48434436,534,303,
0,48434632,40,22,
0,48434819,20,2,
0,48434906,56,34,
0,48434963,130,8,
0,48435943,122,104,
0,48436246,152,164,
0,48436434,23,1,
0,48436672,120,16,
0,48436819,92,28,
0,48436863,145,54,
0,48437290,325,215,
0,48437305,89,26,
0,48437406,900,409,
0,48437587,74,117,
0,48437609,491,234,
0,48437743,196,36,
0,48437848,91,270,
0,48438180,33,9,
0,48438595,73,45,
0,48438625,19,0,
0,48438685,9,7,25
0,48439348,124,24,
0,48440008,162,43,
0,48440064,305,72,
0,48440360,103,29,
0,48440383,266,181,
0,48440435,198,171,
0,48440448,396,223,
0,48440463,283,51,
0,48440549,154,84,
0,48440610,154,124,
0,48440611,11,0,
0,48440792,814,415,
0,48440952,300,121,
0,48441242,129,34,
0,48441591,71,83,
0,48442075,438,91,
0,48442136,44,85,
0,48442371,215,196,
0,48442470,86,55,
0,48442503,151,148,
0,48442569,170,155,
0,48442725,371,98,
0,48442880,68,26,
0,48442932,166,93,
0,48443135,72,24,
0,48443258,184,239,
0,48443322,77,20,
0,48443644,186,44,
0,48444136,21,7,
0,48444228,677,461,
0,48444442,163,201,
0,48444546,7,0,
0,48444654,36,0,
0,48444758,25,4,
0,48444784,132,82,
0,48444871,223,106,
0,48445028,11,1,
0,48445171,116,54,
0,48445554,1161,208,
0,48445702,95,27,
0,48445834,158,166,
0,48446310,122,111,
0,48446428,687,542,
0,48446439,462,254,
0,48446532,28,12,14
0,48446611,146,55,
0,48446639,620,480,
0,48446893,660,759,
0,48446909,178,223,
0,48447062,517,297,
0,48447111,159,43,
0,48447238,19,2,
0,48447378,62,25,
0,48447391,7,0,
0,48447484,23,11,
0,48447806,321,303,
0,48447935,661,269,
0,48447980,23,14,
0,48448012,365,60,
0,48448106,262,528,
0,48448313,257,231,
0,48448357,87,61,
0,48448493,148,24,
0,48448811,63,26,
0,48449084,670,697,
0,48449187,427,734,
0,48449430,35,0,
0,48449498,14,0,
0,48449513,50,6,
0,48449567,10,0,
0,48449568,5,0,
0,48449665,362,107,
0,48449877,50,3,
0,48449899,13,2,
0,48450059,316,814,
0,48450065,166,80,
0,48450142,727,557,
0,48450646,687,332,
0,48450694,112,135,
0,48451213,9,2,
0,48451404,80,22,
0,48451569,11,1,
0,48451723,254,56,
0,48451789,72,55,
0,48451791,8,0,
0,48451966,206,39,
0,48452000,97,35,
0,48452018,16,1,
0,48452300,9,1,
0,48452317,359,313,
0,48452479,47,45,
0,48452901,23,0,
0,48453002,65,30,
0,48453051,17,2,
0,48453056,31,9,
0,48453181,23,0,
0,48453275,440,374,
0,48453491,6,0,
0,48453618,10,4,
0,48453666,31,29,
0,48454210,189,343,
0,48455913,56,7,
0,48455928,232,227,
0,48456048,114,25,
0,48456196,25,2,
0,48456245,171,50,
0,48456555,31,3,
0,48456637,3,0,
0,48456808,145,23,8
0,48457181,303,167,
0,48457601,3,0,
0,48457761,8,3,
0,48457830,551,193,
0,48458257,138,80,
0,48458586,487,356,
0,48458636,59,9,
0,48458796,12,4,
0,48458939,6,0,
0,48459001,184,226,
0,48459294,918,153,
0,48459659,146,17,
0,48459716,3,0,
0,48459837,198,48,
0,48459913,43,23,
0,48459999,2,0,
0,48460068,11,0,
0,48460286,21,10,30
0,48460863,159,63,
0,48461012,451,218,
0,48461144,30,10,
0,48461200,6,2,
0,48461226,249,260,
