hour,id,score,comments,best_rank
0,45161219,81,16,
0,45163423,145,82,
0,45171733,266,64,
0,45172058,257,92,
0,45172905,142,29,
0,45174366,147,42,
0,45175439,118,132,
0,45175982,135,26,
0,45180213,123,30,
0,45181535,1085,144,
0,45181577,286,127,
0,45188116,180,36,
0,45192374,9,0,
0,45192655,868,185,
0,45195520,872,942,
0,45196945,196,76,
0,45196991,95,87,
0,45197453,93,13,
0,45197896,73,11,
0,45200133,236,294,
0,45200642,79,20,
0,45200925,342,130,
0,45202200,1081,3299,
0,45204587,548,236,
0,45206311,148,64,
0,45208102,40,25,
0,45208828,167,57,
0,45208925,337,82,
0,45209558,313,47,
0,45210399,217,44,
0,45210428,431,562,
0,45210705,69,20,
0,45211127,160,68,
0,45212535,74,6,9
0,45213299,145,33,
0,45213407,115,4,
0,45213732,163,90,
0,45214159,159,23,
0,45214670,466,153,
0,45214715,70,1,
0,45214933,194,69,
0,45216327,130,68,
0,45216460,67,7,
0,45217269,683,486,
0,45217415,417,113,
0,45218046,32,1,
0,45218080,90,20,
0,45219228,567,230,
0,45220069,200,52,
0,45220939,63,8,
0,45221023,155,35,
0,45221112,135,74,
0,45221274,779,559,
0,45221567,257,26,
0,45222117,23,4,
0,45222695,677,526,
0,45222705,59,18,
0,45222799,124,19,
0,45223660,177,166,
0,45223719,681,525,
0,45223827,278,113,
0,45224156,571,127,
0,45224421,154,17,
0,45225098,847,345,
0,45225217,119,75,
0,45225903,179,35,
0,45226135,112,99,
0,45226150,126,144,
0,45226639,202,40,
0,45226657,59,13,
0,45226938,157,25,
0,45227679,127,94,
0,45227749,129,32,
0,45228231,90,32,
0,45228472,333,192,
0,45228615,60,16,
0,45229322,12,3,
0,45229414,465,97,
0,45229633,10,0,
0,45230515,100,35,
0,45230840,44,12,
0,45231378,1166,327,
0,45231614,274,78,
0,45232052,355,226,
0,45232344,104,139,
0,45232426,181,32,
0,45232596,36,27,
0,45232940,71,3,
0,45233237,127,111,
0,45233364,49,12,
0,45233415,438,136,
0,45233675,19,4,
0,45234481,29,5,
0,45234707,67,18,
0,45235167,43,9,
0,45235458,95,40,
0,45235566,43,3,
0,45235676,237,366,
0,45236014,73,56,
0,45236079,329,181,
0,45236263,571,122,
0,45236479,103,3,
0,45237184,101,81,
0,45237442,195,98,
0,45237754,149,45,
0,45238055,737,159,
0,45238175,30,4,
0,45238567,78,125,
0,45238930,221,194,
0,45239016,94,23,
0,45239085,530,241,
0,45239601,252,64,
0,45240146,377,108,
0,45240266,69,68,
0,45240391,171,93,
0,45240682,349,68,
0,45241961,58,49,
0,45242164,12,0,
0,45242287,35,17,
0,45242434,77,7,
0,45242591,216,100,
0,45243320,44,24,
0,45243439,71,15,
0,45243635,566,693,
0,45243740,89,18,
0,45243800,236,43,
0,45243803,383,343,
0,45243925,105,66,
0,45245050,314,62,
0,45245138,77,77,
0,45245181,41,10,22
0,45245313,110,14,
0,45245678,167,76,
0,45245749,104,80,
0,45245948,365,139,
0,45245962,222,146,
0,45246095,72,1,
0,45246278,24,9,
0,45246325,63,63,
0,45246403,137,32,
0,45246457,12,0,
0,45246652,51,1,24
0,45246840,22,8,
0,45246953,330,97,
0,45246971,397,150,
0,45247259,82,38,
0,45247381,32,20,
0,45247396,79,56,
0,45247423,92,212,
0,45247424,35,9,
0,45247616,63,31,
0,45247890,365,174,
0,45247931,33,20,
0,45248043,91,70,
0,45248427,22,3,
0,45248524,37,6,
0,45248558,259,39,
0,45248628,60,52,
0,45248868,74,6,
0,45248899,393,470,
0,45249697,60,12,
0,45249878,230,83,
0,45249915,491,388,
0,45249985,113,85,
0,45250193,66,8,
0,45250200,22,6,
0,45250202,179,135,
0,45250328,49,7,
0,45250370,355,190,
0,45250540,34,7,
0,45250720,157,64,
0,45251093,137,70,
0,45251111,101,115,
0,45251178,51,23,
0,45251271,67,6,
0,45251375,352,80,
0,45251593,202,229,
0,45251624,214,274,
0,45251690,551,173,
0,45251785,30,2,
0,45251918,48,1,
0,45251940,20,10,
0,45252301,393,134,
0,45252378,625,985,
0,45252715,684,822,
0,45252817,1392,465,
0,45253012,160,154,
0,45253458,249,141,
0,45253760,66,53,
0,45253775,187,107,
0,45253795,13,1,14
0,45253807,56,15,
0,45253987,19,2,
0,45254330,41,1,
0,45254763,285,68,
0,45255004,69,80,
0,45255088,48,5,
0,45255132,120,74,
0,45255137,309,92,
0,45255155,45,8,
0,45255400,343,151,
0,45255585,5,0,
0,45256043,160,178,
0,45256145,54,19,
0,45256210,82,36,
0,45256575,110,45,2
0,45256577,572,582,
0,45256651,736,489,
0,45256687,13,1,
0,45257627,516,255,
0,45257757,64,14,
0,45257929,39,9,
0,45258098,206,200,
0,45258403,51,12,
0,45259080,34,7,
0,45259139,61,45,
0,45259553,1353,1321,
0,45260741,1209,1002,
0,45261159,458,144,
0,45261480,127,96,
0,45261566,41,0,7
0,45261659,108,122,
0,45261764,159,36,
0,45261848,269,438,
0,45261877,114,17,
0,45261930,216,189,
0,45261946,312,246,
0,45262151,112,37,
0,45262346,151,245,
0,45262784,11,0,
0,45262835,946,164,
0,45263063,211,99,
0,45263221,72,9,
0,45263317,173,211,
0,45264094,40,40,
0,45264154,10,4,
0,45264190,157,34,
0,45264340,269,140,
0,45264562,704,763,
0,45264726,416,640,
0,45264755,20,44,
0,45264867,64,28,
0,45265487,173,47,29
0,45265610,93,3,
0,45265745,945,351,
0,45265881,159,50,
0,45266039,334,148,
0,45266121,86,6,
0,45266195,20,4,
0,45266215,114,125,
0,45266595,7,0,
0,45266771,41,26,
0,45266854,113,116,
0,45266947,180,436,
0,45267336,100,75,
0,45267446,16,3,
0,45267603,47,20,
0,45267643,426,688,
0,45267762,38,6,
0,45268084,26,6,
0,45268269,449,207,
0,45268575,32,9,
0,45269661,7,2,
0,45269673,11,0,
0,45269827,127,132,
0,45270087,151,65,
0,45270108,347,161,
0,45270141,19,3,
0,45270431,55,2,
0,45270482,53,59,
0,45270610,66,21,
0,45270649,170,129,
0,45270676,177,139,
0,45270965,68,64,
0,45270981,54,34,
0,45271118,4,2,
0,45271481,511,302,
0,45271484,456,207,
0,45271664,71,92,
0,45271711,11,4,
0,45271942,188,59,
0,45272010,9,0,
0,45272296,149,14,
0,45272329,5,0,
0,45272480,117,62,
0,45272639,10,0,
0,45272653,31,72,
0,45272692,52,52,
0,45273352,133,58,
0,45273355,25,19,
0,45273747,291,294,
0,45273824,171,213,
0,45273854,408,304,
0,45273897,171,85,
0,45273999,284,116,
0,45274277,1165,419,
0,45275049,107,18,
0,45275354,191,60,
0,45275406,27,15,
0,45275415,134,208,
0,45275444,210,115,
0,45275582,54,45,
0,45275626,22,1,
0,45275973,180,83,
0,45276262,406,765,
0,45276626,21,9,
0,45276851,27,12,
0,45276985,26,5,
0,45276987,304,222,
0,45277023,75,31,
0,45277167,20,5,
0,45277346,150,110,
0,45277704,68,21,
0,45278112,25,1,
0,45278279,371,78,
0,45278581,168,26,
0,45278657,164,75,
0,45278686,203,61,
0,45278740,254,170,
0,45279068,11,2,
0,45279143,243,128,
0,45279288,11,1,
0,45279329,7,1,
0,45279357,237,236,
0,45279384,1035,460,
0,45279456,3,0,
0,45279581,55,35,
0,45279792,215,50,
0,45279876,8,1,
0,45279898,165,134,
0,45280332,4,0,
0,45280486,35,27,
0,45280592,82,24,
0,45280723,39,10,
0,45280944,9,0,
0,45280980,16,6,
0,45281070,12,4,
0,45281086,14,1,
0,45281139,370,113,
0,45281410,19,5,
0,45281411,42,9,
0,45281437,36,4,
0,45281593,90,48,
0,45281616,4,8,
0,45281782,19,0,
0,45281899,36,3,
0,45281913,19,21,
0,45282010,4,0,
0,45282241,6,0,
0,45282497,311,44,
0,45283087,9,32,
0,45283196,170,98,
0,45283306,608,895,
0,45283550,6,0,
0,45283731,163,19,
0,45283846,6,0,
0,45283887,2831,1229,18
0,45284097,41,10,
0,45284284,18,1,
0,45284311,518,182,
0,45284398,81,38,
0,45284615,15,5,
0,45284766,109,22,
0,45285029,8,0,
0,45285362,11,1,
0,45285387,10,2,
0,45285442,5,1,
0,45285780,122,33,
0,45286009,9,1,
0,45286369,328,46,28
0,45286394,67,33,
0,45286526,201,132,
0,45286545,7,0,
0,45286567,6,0,
0,45286648,6,1,
0,45286836,3,0,
0,45286905,42,14,
0,45287020,7,2,
0,45287054,3,0,
0,45287076,5,5,
0,45287091,7,2,
0,45287155,195,83,
0,45287159,4,0,
0,45287187,19,1,
0,45287513,80,24,
0,45287555,4,0,
0,45287790,10,1,
0,45288119,34,13,
0,45288161,809,470,3
0,45288196,8,4,
0,45288222,43,17,
0,45288244,7,0,
0,45288271,87,11,
0,45288356,11,1,
0,45288370,8,4,
0,45288440,37,3,
0,45288476,10,2,
0,45288551,199,176,
0,45288690,693,556,15
0,45288917,7,0,
0,45288997,30,19,
0,45289026,15,3,
0,45289168,142,87,
0,45289296,13,3,
0,45289453,209,66,17
0,45289558,149,66,19
0,45289735,13,0,
0,45289829,64,29,
0,45289832,16,3,
0,45289834,160,63,
0,45289886,15,0,
0,45289921,54,21,25
0,45289941,3,3,
0,45289958,34,4,
0,45290021,310,156,
0,45290245,199,73,14
0,45290342,15,3,
0,45290465,11,2,
0,45290636,10,0,
0,45290649,11,1,
0,45290744,10,1,
0,45290748,47,22,
0,45290865,62,98,
0,45290949,23,7,
0,45291024,81,35,12
0,45291107,97,92,
0,45291132,256,163,27
0,45291205,14,3,
0,45291260,14,0,
0,45291337,10,0,
0,45291590,83,41,26
0,45291618,56,43,
0,45291811,7,2,
0,45291858,138,77,11
0,45291936,18,7,
0,45292066,15,8,
0,45292163,9,5,
0,45292260,170,119,
0,45292437,10,0,
0,45292475,63,21,21
0,45292558,12,2,
0,45292648,231,161,5
0,45292666,60,24,
0,45292694,176,273,6
0,45292702,35,2,
0,45292821,4,7,
0,45292849,16,2,
0,45293074,10,5,
0,45293082,9,1,
0,45293128,5,0,
0,45293197,8,6,
0,45293241,7,0,
0,45293270,4,2,
0,45293273,218,110,16
0,45293309,5,0,
0,45293420,13,2,
0,45293423,10,3,
0,45293463,22,4,
0,45293509,28,22,
0,45293519,7,2,
0,45293590,18,2,
0,45293651,13,1,
0,45293686,9,0,
0,45293800,13,4,
0,45293807,5,2,
0,45293823,4,0,
0,45293834,11,3,
0,45293839,66,33,13
0,45293868,14,6,
0,45293975,22,5,
0,45294013,13,4,
0,45294058,95,102,23
0,45294078,3,0,
0,45294107,15,0,
0,45294136,18,1,
0,45294141,12,2,
0,45294440,236,66,1
0,45294594,11,4,
0,45294618,5,0,
0,45294643,13,2,
0,45294695,21,0,
0,45294762,15,0,
0,45294766,9,1,
0,45294859,259,133,8
0,45294870,17,1,
0,45294911,4,0,
0,45295130,17,0,
0,45295159,30,4,
0,45295454,19,1,
0,45295482,27,5,15
0,45295645,9,0,
0,45295690,9,0,
0,45295719,10,0,
0,45295743,16,6,
0,45295794,19,8,10
0,45295802,6,0,
0,45295878,11,0,26
0,45295898,140,30,1
0,45295995,8,0,28
0,45296086,21,0,
0,45296112,11,2,
0,45296197,6,0,
0,45296227,3,1,
0,45296232,14,2,
0,45296244,5,0,
0,45296392,13,0,
0,45296403,5,1,22
0,45296421,9,1,6
0,45296521,7,0,8
1,45161219,81,16,
1,45163423,145,82,
1,45171733,266,64,
1,45172058,257,92,
1,45172905,142,29,
1,45174366,147,42,
1,45175439,118,132,
1,45175982,135,26,
1,45180213,123,30,
1,45181535,1085,144,
1,45181577,286,127,
1,45188116,180,36,
1,45192655,868,185,
1,45195520,872,942,
1,45196945,196,76,
1,45196991,95,87,
1,45197453,93,13,
1,45197896,73,11,
1,45200133,236,294,
1,45200642,79,20,
1,45200925,342,130,
1,45202200,1081,3299,
1,45204587,548,236,
1,45206311,148,64,
1,45208102,40,25,
1,45208828,167,57,
1,45208925,337,82,
1,45209558,313,47,
1,45210399,217,44,
1,45210428,431,562,
1,45210705,69,20,
1,45211127,160,68,
1,45212535,83,6,11
1,45213299,145,33,
1,45213407,115,4,
1,45213732,163,90,
1,45214159,159,23,
1,45214670,466,153,
1,45214715,70,1,
1,45214933,194,69,
1,45216327,130,68,
1,45216460,67,7,
1,45217269,683,486,
1,45217415,417,113,
1,45218046,32,1,
1,45218080,90,20,
1,45219228,567,230,
1,45220069,200,52,
1,45220939,63,8,
1,45221023,155,35,
1,45221112,135,74,
1,45221274,779,559,
1,45221567,257,26,
1,45222117,23,4,
1,45222695,677,526,
1,45222705,59,18,
1,45222799,124,19,
1,45223660,177,166,
1,45223719,682,525,
1,45223827,278,113,
1,45224156,571,127,
1,45224421,154,17,
1,45225098,848,345,
1,45225217,119,75,
1,45225903,179,35,
1,45226135,112,99,
1,45226150,126,144,
1,45226639,202,40,
1,45226657,59,13,
1,45226938,157,25,
1,45227679,127,94,
1,45227749,129,32,
1,45228231,90,32,
1,45228472,333,192,
1,45228615,60,16,
1,45229322,12,3,
1,45229414,465,97,
1,45230515,100,35,
1,45230840,44,12,
1,45231378,1166,327,
1,45231614,274,78,
1,45232052,355,226,
1,45232344,104,140,
1,45232426,181,32,
1,45232596,36,27,
1,45232940,71,3,
1,45233237,127,111,
1,45233364,49,12,
1,45233415,438,136,
1,45233675,19,4,
1,45234481,29,5,
1,45234707,67,18,
1,45235167,43,9,
1,45235458,95,40,
1,45235566,43,3,
1,45235676,237,366,
1,45236014,73,56,
1,45236079,329,181,
1,45236263,571,122,
1,45236479,103,3,
1,45237184,101,81,
1,45237442,195,98,
1,45237754,149,45,
1,45238055,737,159,
1,45238175,30,4,
1,45238567,78,125,
1,45238930,221,194,
1,45239016,94,23,
1,45239085,530,241,
1,45239601,252,64,
1,45240146,377,108,
1,45240266,69,68,
1,45240391,171,93,
1,45240682,349,68,
1,45241961,59,50,
