hour,id,score,comments,best_rank
0,43691230,170,65,
0,43691334,701,973,
0,43691891,122,63,
0,43692089,231,86,
0,43692360,474,497,
0,43692390,129,149,
0,43692476,220,108,
0,43692677,807,974,
0,43692746,32,13,
0,43692878,85,93,
0,43693326,229,50,
0,43693402,717,517,
0,43693406,100,36,
0,43693900,507,660,
0,43694157,76,30,
0,43694310,101,132,
0,43694546,96,48,
0,43694549,87,58,
0,43694681,263,177,
0,43694877,314,427,
0,43695093,339,167,
0,43695285,72,34,
0,43695401,132,201,
0,43695562,34,3,
0,43695592,347,132,
0,43695620,258,44,
0,43695701,383,157,
0,43695723,143,48,
0,43695818,69,38,
0,43695834,37,4,
0,43696334,125,135,
0,43696544,61,13,
0,43696756,171,132,
0,43696798,102,25,
0,43696980,36,11,
0,43697252,35,7,
0,43697420,29,11,
0,43697445,18,1,
0,43697532,82,8,
0,43697717,234,92,
0,43698327,181,37,
0,43698522,251,71,
0,43698801,78,30,
0,43699188,224,170,
0,43699271,462,77,
0,43699301,65,20,
0,43699431,40,19,
0,43699564,162,230,
0,43699816,89,93,
0,43699883,39,3,
0,43700607,1922,1091,
0,43700633,227,48,
0,43700714,47,23,
0,43700888,44,4,
0,43701836,26,18,
0,43701988,18,10,
0,43703623,169,44,
0,43703682,166,128,
0,43703998,96,189,
0,43704364,115,46,
0,43704430,453,73,
0,43704596,210,152,
0,43704853,119,28,
0,43704904,357,165,
0,43705065,41,20,
0,43705144,131,46,
0,43705190,137,45,
0,43705231,136,146,
0,43705632,325,154,
0,43705649,161,61,
0,43705796,108,16,
0,43705824,143,15,
0,43706037,506,136,
0,43706118,68,90,
0,43706210,55,13,
0,43706247,54,12,
0,43706429,28,4,
0,43706442,19,16,
0,43706586,31,6,
0,43706706,331,112,
0,43707021,226,61,
0,43707030,13,3,
0,43707372,91,31,
0,43707719,552,503,
0,43708025,511,284,
0,43708622,79,104,
0,43708726,29,11,
0,43708789,44,16,
0,43708841,103,25,
0,43709042,54,3,
0,43709162,19,3,
0,43709770,569,229,
0,43709843,90,14,
0,43710220,43,44,
0,43710451,250,126,
0,43710576,251,81,
0,43710761,71,17,
0,43710912,24,4,
0,43710986,24,2,
0,43710996,65,50,
0,43711001,159,79,
0,43711227,145,64,
0,43711339,30,2,
0,43711393,31,11,
0,43711706,453,478,
0,43711957,629,303,
0,43712024,86,46,
0,43712034,10,0,
0,43712536,155,78,
0,43712877,85,8,
0,43713053,30,1,
0,43713140,106,18,
0,43713159,24,2,
0,43713524,206,56,
0,43714004,109,30,
0,43714023,23,1,
0,43714041,106,110,
0,43714203,415,347,
0,43714476,85,84,
0,43714579,39,5,
0,43714594,134,112,
0,43714619,160,64,
0,43714823,22,30,
0,43714902,87,45,
0,43715024,677,202,
0,43715030,43,0,
0,43715235,143,87,
0,43715306,171,138,
0,43715452,13,1,
0,43715884,325,426,
0,43716058,617,107,
0,43716106,71,21,
0,43716293,119,40,
