hour,id,score,comments,best_rank
0,44561328,360,301,
0,44567857,1766,1626,
0,44577210,130,62,
0,44581725,118,72,
0,44582662,192,65,
0,44584830,82,81,
0,44590034,88,104,
0,44590391,118,30,
0,44591305,308,24,
0,44591439,72,46,
0,44591605,245,93,
0,44592797,91,54,
0,44594584,227,111,
0,44594808,567,173,
0,44598090,293,165,
0,44598578,91,48,
0,44600070,60,11,
0,44600899,57,33,
0,44601045,250,263,
0,44602532,153,45,
0,44602609,202,123,
0,44603349,421,211,
0,44604024,93,13,
0,44604311,98,22,
0,44605169,119,38,
0,44605245,118,74,
0,44606184,938,902,
0,44606653,78,23,
0,44607961,163,99,
0,44609893,82,13,
0,44611298,77,52,
0,44612151,605,206,
0,44612313,225,176,
0,44612643,102,36,
0,44612736,51,60,
0,44613268,104,89,
0,44613438,174,46,
0,44613791,77,132,
0,44613840,478,698,
0,44614370,432,133,
0,44614372,79,18,
0,44614510,75,11,
0,44614837,35,52,
0,44615033,138,132,
0,44615801,574,215,
0,44616158,60,32,
0,44616479,525,403,
0,44618509,63,9,
0,44618687,362,120,
0,44619206,457,267,
0,44619485,57,12,
0,44619709,97,68,
0,44619835,65,16,
0,44620020,85,143,
0,44620577,19,4,
0,44622608,417,24,
0,44622637,206,87,
0,44622954,34,18,
0,44622973,155,31,
0,44622994,60,12,
0,44623207,425,256,
0,44623361,318,442,
0,44623581,207,33,
0,44623953,595,412,
0,44624114,255,179,
0,44625292,615,333,
0,44625360,85,15,
0,44625493,67,101,
0,44625846,70,26,
0,44626359,169,84,
0,44626363,253,126,
0,44627158,105,22,
0,44627732,17,16,
0,44627793,166,90,
0,44628082,135,76,
0,44628930,387,317,
0,44629206,405,130,
0,44629299,214,100,
0,44629300,58,79,
0,44629710,805,427,
0,44629805,164,82,
0,44629962,91,25,
0,44630760,174,541,
0,44630801,36,7,
0,44630927,237,107,
0,44631042,162,51,
0,44631594,151,67,
0,44632045,62,32,
0,44632240,122,108,
0,44632314,321,128,
0,44632674,389,168,
0,44632739,29,5,
0,44632783,91,46,
0,44632890,12,1,
0,44633024,54,15,
0,44633522,21,2,
0,44633648,101,49,
0,44633758,69,69,
0,44633933,248,52,
0,44634030,35,35,
0,44634143,38,26,
0,44634208,195,93,
0,44634340,239,215,
0,44634469,87,82,
0,44634576,72,38,
0,44634598,217,86,
0,44634756,58,27,
0,44634828,11,0,
0,44635019,22,1,
0,44635105,14,2,
0,44635745,553,421,
0,44635783,36,21,
0,44635808,613,147,
0,44635867,194,188,
0,44636204,243,108,
0,44636240,158,89,
0,44636534,73,12,
0,44636691,136,36,
0,44637151,109,52,
0,44637191,528,242,
0,44637352,527,148,
0,44637523,62,3,
0,44637532,136,173,
0,44637715,327,72,
0,44637716,159,50,
0,44638076,92,29,
0,44638300,151,65,
0,44638304,100,50,
0,44638509,173,310,
0,44638510,81,28,
0,44638580,502,295,
0,44638661,41,16,
0,44638689,75,27,
0,44638710,147,30,
0,44638948,90,129,
0,44639524,190,26,
0,44639563,57,12,
0,44639828,83,6,
0,44639880,35,12,
0,44640143,45,3,
0,44640233,45,91,
0,44640471,53,22,
0,44640618,28,10,
0,44641521,508,171,
0,44641667,31,23,
0,44641729,82,18,
0,44641961,379,543,
0,44642349,260,165,
0,44643564,563,339,
0,44644404,48,29,
0,44645353,791,473,
0,44645597,81,33,
0,44645846,110,29,
0,44646801,409,239,
0,44646869,225,176,
0,44646901,173,57,
0,44646925,179,62,
0,44647190,256,164,
0,44647572,91,24,
0,44647600,60,13,
0,44647609,52,26,
0,44648144,221,343,
0,44648728,373,233,
0,44648957,37,9,
0,44649115,25,10,
0,44649319,156,43,
0,44649651,144,41,
0,44649653,109,29,
0,44650567,123,68,
0,44650622,88,22,
0,44650840,204,40,
0,44651066,602,137,
0,44651092,331,125,
0,44651485,302,364,
0,44651536,155,50,
0,44651539,310,70,
0,44651766,270,183,
0,44651770,416,44,
0,44652374,402,418,
0,44652482,65,54,
0,44653072,761,362,
0,44653136,277,71,
0,44653509,21,11,12
0,44653586,81,40,
0,44653965,286,58,
0,44654031,66,19,16
0,44654299,86,13,
0,44654444,231,109,
0,44655083,6,0,21
0,44655385,189,74,
0,44655515,146,175,
0,44655565,307,93,
0,44655632,87,67,
0,44655741,25,1,
0,44655804,50,71,
0,44655921,185,204,
0,44655946,25,13,
0,44656073,144,40,
0,44656105,115,25,
0,44656419,76,102,
0,44656472,52,71,
0,44656516,118,25,27
0,44656624,47,7,
0,44656684,91,70,
0,44656961,158,51,28
0,44657188,136,57,
0,44657291,290,296,
0,44657433,83,26,
0,44657442,12,0,
0,44657527,63,21,
0,44657550,304,174,26
0,44657556,239,122,
0,44657727,363,152,
0,44657803,108,36,
0,44658009,152,47,19
0,44658127,50,18,
0,44658213,43,62,
0,44658485,12,7,
0,44658665,60,20,25
0,44658745,78,33,
0,44658820,94,46,
0,44658908,628,459,
0,44658909,154,37,
0,44658973,76,20,
0,44658978,136,57,
0,44659019,280,202,
0,44659251,256,284,
0,44659661,30,18,
0,44659676,26,33,
0,44659712,96,71,
0,44659792,3,0,
0,44659822,282,184,
0,44659921,343,180,
0,44660323,421,625,
0,44660437,293,193,
0,44660519,569,267,
0,44660547,10,0,24
0,44660736,93,26,
0,44660788,30,9,
0,44661527,92,6,
0,44661592,44,8,
0,44661607,90,11,
0,44661673,195,39,
0,44661682,402,181,
0,44661846,1042,181,
0,44661862,92,8,
0,44662497,164,35,
0,44662690,204,99,
0,44662757,322,248,
0,44663003,265,257,
0,44663072,247,77,
0,44663074,397,727,
0,44663227,750,830,
0,44663684,212,34,
0,44664176,65,25,20
0,44664873,1004,261,
0,44664875,30,3,
0,44665365,28,4,
0,44665373,403,222,
0,44665525,12,5,
0,44665644,161,48,5
0,44665704,54,23,
0,44665815,301,48,
0,44665984,121,35,
0,44666032,40,26,
0,44666157,518,756,
0,44666353,28,32,
0,44666896,135,70,
0,44666984,50,18,12
0,44667472,39,4,
0,44667667,324,314,
0,44667754,13,4,17
0,44669318,34,4,
0,44669365,81,79,
0,44669368,88,105,
