hour,id,score,comments,best_rank
0,44411252,44,6,
0,44411445,45,1,
0,44412480,75,105,
0,44412488,121,72,
0,44412808,63,24,
0,44413076,126,100,
0,44413185,678,188,
0,44413308,50,14,
0,44413574,117,29,
0,44413957,81,13,
0,44414115,320,1113,
0,44414630,128,33,
0,44414965,157,176,
0,44415233,416,220,
0,44416009,466,332,
0,44416093,439,1382,
0,44416620,28,1,
0,44419091,430,176,
0,44420711,45,19,
0,44421094,46,20,
0,44421490,64,25,
0,44421788,27,5,
0,44421978,79,31,
0,44422480,280,72,
0,44422662,82,9,
0,44422722,130,93,
0,44423194,21,2,
0,44423263,66,40,
0,44424087,121,62,
0,44424194,265,64,
0,44424405,32,26,
0,44425253,98,109,
0,44425461,411,180,
0,44425880,317,130,
0,44426128,668,634,
0,44426153,156,26,
0,44426428,242,38,
0,44426864,124,10,
0,44426985,186,355,
0,44427134,78,39,
0,44427688,91,66,
0,44427757,907,517,
0,44428399,54,3,
0,44428438,244,33,
0,44428674,81,12,
0,44428746,32,1,
0,44428997,98,52,
0,44429182,405,153,
0,44429192,59,26,
0,44429225,383,171,
0,44429531,77,40,
0,44429789,767,385,
0,44430117,188,43,
0,44431178,382,82,
0,44431226,30,3,
0,44431372,65,20,
0,44431601,34,3,
0,44431805,38,7,
0,44431828,126,48,
0,44432058,62,9,
0,44432142,67,11,
0,44432351,115,14,
0,44432506,135,128,
0,44432571,269,79,
0,44432596,115,35,
0,44432857,35,5,
0,44432900,81,10,
0,44433024,18,5,
0,44433062,88,50,
0,44433078,68,25,
0,44433094,187,182,
0,44433159,84,104,
0,44433218,154,176,
0,44433386,174,64,
0,44433409,426,180,
0,44433429,109,53,
0,44433899,141,42,
0,44433996,295,153,
0,44434062,200,92,
0,44434245,148,22,
0,44434574,129,374,
0,44434575,84,207,
0,44434576,270,399,
0,44434938,247,98,
0,44435211,68,30,
0,44435309,86,78,
0,44435484,1468,549,
0,44435500,112,42,
0,44435716,240,68,
0,44436579,343,695,
