hour,id,score,comments,best_rank
0,45668118,249,108,
0,45669377,97,10,
0,45669394,281,110,
0,45670052,1329,389,
0,45671176,111,57,
0,45671336,65,22,
0,45671475,199,64,
0,45671677,259,21,
0,45672494,86,25,
0,45672792,52,1,
0,45674470,38,1,
0,45674766,59,2,
0,45675015,1464,688,
0,45675323,19,2,
0,45675956,117,108,
0,45676029,102,21,
0,45676376,155,53,
0,45676941,21,3,
0,45677253,41,10,
0,45678549,663,177,
0,45678632,124,55,
0,45678859,67,5,
0,45679046,42,0,
0,45679050,27,14,
0,45680023,214,155,
0,45680366,56,52,
0,45680583,224,104,
0,45680695,200,142,
0,45681023,97,56,
0,45681147,131,227,
0,45681156,94,99,
0,45681514,59,1,
0,45681535,41,19,
0,45681742,22,3,
0,45681913,87,69,
0,45682501,61,14,
0,45682917,174,28,30
0,45683380,203,73,
0,45683536,98,13,
0,45683643,127,79,
0,45684008,36,2,
0,45684253,462,80,
0,45685363,15,2,
0,45686678,88,76,
0,45686919,272,469,
0,45687014,49,68,
0,45688922,21,0,
0,45691127,147,139,
0,45691218,20,1,
0,45691697,90,23,
0,45692116,313,333,
0,45692585,142,117,
0,45692915,227,212,
0,45693325,228,37,
0,45693698,83,93,
0,45694032,83,3,
0,45695134,666,155,
0,45696838,169,33,
0,45697234,136,77,
0,45697450,121,54,
0,45698070,245,128,
0,45698323,119,31,
0,45698570,696,280,
0,45699618,118,55,
0,45700078,71,21,
0,45700368,46,23,
0,45700672,67,2,
0,45700879,114,125,
0,45700946,243,186,
0,45701400,31,8,
0,45701404,167,174,
0,45701506,30,13,12
0,45701546,178,88,
0,45701901,409,212,
0,45701980,93,8,
0,45702091,73,118,
0,45702252,46,15,
0,45702281,35,5,
0,45702397,795,348,
0,45702831,72,5,
0,45703059,62,57,
0,45703063,113,95,
0,45703860,68,16,
0,45704216,75,47,
0,45705381,293,98,
0,45706487,135,41,
0,45706518,131,78,
0,45706570,48,8,
0,45706707,58,134,
0,45706901,56,27,
0,45707658,478,88,
0,45707971,96,11,
0,45708292,687,504,
0,45708524,392,64,
0,45708755,7,0,
0,45708795,201,51,
0,45709499,71,47,
0,45709819,124,54,
0,45709988,182,54,
0,45710006,478,219,
0,45710366,73,9,
0,45710721,647,427,
0,45710843,143,173,
0,45710875,23,1,
0,45710981,38,10,
0,45711003,141,58,
0,45711062,146,31,
0,45711577,247,169,
0,45711805,21,1,
0,45712620,633,107,
0,45713253,93,9,
0,45713359,259,68,
0,45713367,126,126,
0,45713566,24,3,
0,45714240,26,1,
0,45714348,200,158,
0,45714689,28,4,
0,45715055,246,55,
