hour,id,score,comments,best_rank
0,44840013,1143,286,
0,44854518,371,235,
0,44864134,1402,799,
0,44866208,1107,854,
0,44870277,224,268,
0,44875137,163,223,
0,44875848,570,194,
0,44878147,1324,691,
0,44880139,215,97,
0,44884077,98,54,
0,44886647,1033,325,
0,44886997,363,352,
0,44887744,189,24,
0,44888236,212,297,
0,44888548,140,51,
0,44889673,108,52,
0,44889715,207,201,
0,44889941,806,298,
0,44891090,115,92,
0,44891596,140,145,
0,44892283,496,883,
0,44894910,377,363,
0,44895497,165,118,
0,44896085,263,272,
0,44896472,89,47,
0,44899886,50,27,
0,44900116,860,504,
0,44900340,213,180,
0,44901528,73,61,
0,44902148,823,317,
0,44906305,453,313,
0,44906918,124,67,
0,44906985,93,48,
0,44907133,142,97,
0,44908528,395,92,
0,44909133,159,63,
0,44910300,53,17,
0,44910865,649,175,
0,44911571,106,20,
0,44911582,68,58,
0,44912822,62,6,
0,44912881,111,70,
0,44913081,112,151,
0,44913587,92,23,
0,44914061,504,204,
0,44914149,161,50,
0,44915164,437,128,
0,44915206,113,52,
0,44915228,28,2,
0,44915452,65,116,
0,44915897,594,72,
0,44915939,34,18,
0,44916339,192,31,
0,44916783,553,287,
0,44919527,52,6,
0,44919666,73,28,
0,44919891,503,281,
0,44920539,49,36,
0,44920747,52,5,
0,44921137,941,389,
0,44921195,337,77,
0,44921467,77,9,
0,44921609,323,87,
0,44921780,88,11,
0,44921879,59,44,
0,44922362,174,54,
0,44922540,180,124,
0,44923451,52,22,
0,44923520,683,304,
0,44924031,53,36,
0,44924261,92,87,
0,44924461,391,348,
0,44925066,13,1,
0,44925123,131,12,
0,44925380,511,207,
0,44925570,221,62,
0,44926143,78,109,
0,44926785,87,52,
0,44926855,166,68,
0,44927629,66,54,
0,44927778,124,25,
0,44927934,450,408,
0,44927953,123,26,
0,44928997,220,38,
0,44929260,442,258,
0,44929424,120,32,
0,44929633,11,16,
0,44930222,220,343,
0,44930625,60,17,
0,44930808,440,182,
0,44931079,48,8,
0,44931305,52,54,
0,44931321,139,142,
0,44931368,171,30,
0,44931371,188,67,
0,44931666,278,70,
0,44931761,16,0,
0,44931763,320,393,
0,44932342,100,53,
0,44932401,467,56,
0,44932509,87,24,
0,44932624,126,42,
0,44932651,463,99,
0,44932980,510,148,
0,44933019,65,31,
0,44933255,497,226,
0,44933290,181,77,
0,44933802,22,11,
0,44934386,112,112,
0,44934391,258,70,
0,44934476,86,38,
0,44935169,220,83,
0,44935658,101,18,
0,44935850,67,97,
0,44936309,212,88,
0,44936333,101,19,
0,44936535,188,151,
0,44936575,97,34,
0,44936627,66,9,
0,44937530,126,21,
0,44937550,294,115,
0,44937819,135,36,
0,44937893,62,86,
0,44937991,636,233,
0,44938156,75,15,
0,44938309,43,3,
0,44938354,91,20,
0,44938499,20,7,
0,44938622,144,24,
0,44938667,87,6,
0,44938718,81,25,
0,44938818,298,130,
0,44938920,227,139,
0,44938963,73,14,
0,44939014,85,26,
0,44939165,137,323,
0,44939331,194,96,
0,44939423,86,28,
0,44939456,157,15,
0,44939460,103,125,
0,44939502,48,17,
0,44939642,71,66,
0,44939654,73,19,
0,44939688,49,5,
0,44939849,131,102,
0,44939873,48,7,
0,44939874,37,7,
0,44939902,71,17,
0,44939939,111,90,
0,44939948,59,40,
0,44940089,224,93,
0,44940363,89,181,
0,44940416,143,139,
0,44940451,18,0,
0,44940485,421,157,
0,44940619,14,15,
0,44940649,76,59,
0,44940896,21,3,
0,44941049,10,1,
0,44941056,182,98,
0,44941118,222,166,
0,44941369,523,461,
0,44941546,89,27,
0,44941553,8,5,
0,44941580,92,63,
0,44941605,436,43,
0,44941711,91,33,
0,44941847,39,64,
0,44941963,200,115,
0,44942099,388,186,
0,44942501,1065,531,
0,44942547,139,17,
0,44942602,147,22,
0,44942627,140,41,
0,44942709,166,158,
0,44942731,580,151,
0,44942761,131,64,
0,44942936,440,354,
0,44942949,26,3,
0,44943160,37,6,
0,44943420,135,274,
0,44943666,388,120,
0,44943986,155,76,
0,44944241,92,40,
0,44944291,385,98,
0,44944592,133,24,
0,44944620,245,146,
0,44945008,268,16,
0,44945379,273,130,
0,44945532,688,252,
0,44945660,163,31,
0,44945730,110,45,
0,44945783,37,3,
0,44945943,232,164,
0,44945959,171,326,
0,44946762,299,165,
0,44946774,291,143,
0,44946783,111,58,
0,44946813,57,24,
0,44946996,595,190,
0,44947484,11,0,16
0,44948013,20,2,
0,44948352,240,76,
0,44949162,294,96,
0,44949895,307,114,
0,44950091,136,51,
0,44950661,110,51,
0,44950695,125,195,
0,44950952,57,17,
0,44950972,19,1,
0,44950981,130,114,
0,44951200,17,9,
0,44951287,92,45,
0,44951563,302,154,
0,44951799,130,122,
0,44951862,164,51,
0,44952185,382,523,
0,44952246,62,35,
0,44952496,66,103,
0,44952572,16,3,22
0,44952672,77,107,
0,44952789,89,26,
0,44952942,42,27,
0,44953032,683,224,
0,44953282,71,5,
0,44953316,286,166,
0,44953575,151,45,
0,44954524,436,72,
0,44954665,241,180,
0,44954823,145,214,
0,44955457,287,191,
0,44955459,158,13,
0,44955576,89,52,
0,44955624,151,11,
0,44955923,34,45,12
0,44956002,32,12,
0,44956297,18,22,
0,44956527,10,2,
0,44956581,82,16,
0,44956730,140,132,
0,44956915,541,54,
0,44957157,160,73,
0,44957443,817,381,
0,44957454,803,298,
0,44957908,20,1,
0,44957933,22,14,
0,44958004,68,30,
0,44958020,207,104,
0,44958145,122,284,
0,44958400,206,198,
0,44958421,27,10,
0,44958459,13,0,
0,44958543,18,8,
0,44958621,215,179,
0,44958752,34,11,
0,44959073,522,247,
0,44959092,177,204,
0,44959833,180,101,
0,44960316,294,58,
0,44960594,168,108,
0,44960664,20,17,
0,44960864,52,0,
0,44961153,52,18,
0,44961172,445,316,
0,44961847,99,18,
0,44962059,411,57,
0,44962066,842,132,
0,44962361,58,4,
0,44962529,799,880,
0,44962767,79,39,
0,44962771,408,583,
0,44962844,372,272,
0,44962869,180,118,
0,44962881,142,98,
0,44962969,144,51,
0,44963135,144,60,
0,44963161,15,14,
0,44963226,80,56,
0,44963324,14,5,
0,44963391,49,12,
0,44963594,78,37,
0,44963715,52,19,
0,44963724,195,66,
0,44963775,11,1,
0,44963939,431,949,
0,44964174,6,0,
0,44964266,54,25,
0,44964332,25,31,
0,44964366,85,79,
0,44964693,140,97,
0,44964701,90,14,
0,44964916,545,312,
0,44965079,11,5,
0,44965187,45,31,
0,44965233,192,108,
0,44966170,156,47,
0,44966856,218,130,
0,44966940,19,0,
0,44967195,29,7,
0,44967432,12,1,
0,44967469,387,236,
0,44967505,97,54,
0,44967543,85,16,
0,44967796,228,142,
0,44967923,52,16,
0,44968129,48,9,
0,44968190,163,106,
0,44968354,79,27,
0,44968638,14,0,
0,44968883,65,11,
0,44969211,92,46,
0,44969221,155,38,
0,44969277,71,59,
0,44969545,5,0,
0,44969622,187,43,
0,44969681,17,4,
0,44969696,6,0,
0,44970044,6,0,
0,44970269,133,167,
0,44970273,34,16,
0,44970401,100,11,
0,44970563,186,28,
0,44970751,42,2,
0,44970981,120,67,
0,44970998,75,55,
0,44971110,9,1,
0,44971212,299,109,
0,44971270,56,60,
0,44971273,775,857,
0,44971396,214,290,
0,44971487,224,143,
0,44971607,95,74,
0,44971744,106,29,
0,44971845,477,131,
0,44971850,233,176,
0,44971899,10,1,
0,44971954,178,288,
0,44972000,46,13,
0,44972151,1604,723,
0,44972213,282,347,
0,44972238,97,13,
0,44972255,35,8,
0,44972406,27,3,
0,44973227,110,15,
0,44973269,213,115,
0,44973375,228,50,
0,44973758,55,43,
0,44974084,16,2,
0,44974104,405,412,
0,44974109,101,22,
0,44974230,309,201,
0,44974251,33,2,
0,44974330,49,36,
0,44974365,300,122,
0,44974488,17,3,
0,44974639,12,17,
0,44974688,169,159,
0,44974743,13,10,
0,44975355,22,1,
0,44975378,208,235,
0,44975681,19,3,
0,44975710,24,6,
0,44975711,17,4,
0,44975779,13,0,
0,44975943,4,0,
0,44976062,57,20,
0,44976082,19,2,
0,44976353,13,2,
0,44976437,130,96,
0,44976468,179,101,
0,44976507,14,1,
0,44976568,698,431,
0,44976703,45,13,
0,44976764,740,255,
0,44976815,108,84,
0,44976929,85,68,
0,44977189,244,107,
0,44977246,7,1,
0,44977376,10,0,
0,44977417,112,93,
0,44977520,6,0,
0,44977645,354,242,
0,44977736,12,1,
0,44977851,16,0,
0,44978061,29,1,
0,44978110,7,0,
0,44978140,83,17,
0,44978173,8,1,
0,44978214,25,3,
0,44978286,42,18,
0,44978356,34,22,
0,44978448,7,1,
0,44978487,28,4,
0,44978815,180,169,
0,44978869,185,64,
0,44979093,11,1,
0,44979107,125,92,
0,44979325,17,1,
0,44979685,18,3,
0,44979687,33,3,
0,44979778,18,21,
0,44979855,107,33,
0,44980004,268,128,24
0,44980064,78,146,15
0,44980339,237,107,26
0,44980827,4,0,
0,44980865,451,145,
0,44980940,27,5,
0,44981079,14,0,
0,44981088,47,2,4
0,44981499,18,14,
0,44981525,143,223,27
0,44981747,312,279,
0,44981802,50,64,
0,44981895,19,5,
0,44981989,24,7,
0,44982225,6,0,
0,44982409,189,36,14
0,44982491,517,696,
0,44982681,349,377,
0,44982748,33,26,
0,44983016,15,0,
0,44983043,18,2,
0,44983091,5,1,
0,44983364,76,34,22
0,44983570,148,232,
0,44983835,9,0,
0,44983986,263,120,
0,44984096,33,21,21
0,44984435,6,1,
0,44984599,26,0,
0,44984958,39,11,30
0,44985067,10,0,
0,44985131,158,65,
0,44985207,118,109,
0,44985278,105,22,28
0,44985323,61,41,
0,44985444,8,1,
0,44985531,3,0,
0,44985730,684,164,6
0,44985803,8,0,
0,44985844,11,0,
0,44985883,14,11,
0,44985934,7,1,
0,44986013,69,63,
0,44986205,68,36,16
0,44986251,43,13,17
0,44986291,35,18,
0,44986430,13,3,
0,44986730,6,0,
0,44986809,36,22,9
0,44986911,26,12,
0,44986914,4,0,
0,44986949,480,438,20
0,44986963,3,0,
0,44987057,6,3,
0,44987058,13,1,
0,44987138,10,3,
0,44987200,8,1,
0,44987239,84,113,
0,44987346,142,113,
0,44987380,160,193,12
0,44987382,3,0,
0,44987422,132,84,
0,44987539,153,158,25
0,44987552,86,59,19
0,44987609,13,1,
0,44987731,10,6,
0,44987871,14,10,
0,44987924,147,73,2
0,44988021,7,0,
0,44988271,36,11,2
0,44988393,126,69,
0,44988462,13,3,
0,44988479,4,0,
0,44988496,26,4,
0,44988530,128,43,1
0,44988591,11,4,
0,44989001,7,2,
0,44989062,3,1,
0,44989125,105,73,3
0,44989215,8,1,
0,44989290,5,1,
0,44989363,6,1,
0,44989370,13,9,
0,44989373,32,2,29
0,44989481,6,1,
0,44989706,94,103,
0,44989773,385,383,9
0,44989963,3,0,
0,44990013,7,5,
0,44990340,6,0,
0,44990435,24,49,
0,44990559,23,4,
0,44990680,19,2,5
0,44990745,8,3,
0,44990798,8,2,7
0,44990831,13,1,
0,44990852,5,0,
0,44990854,8,1,
0,44990886,13,0,
0,44990986,14,5,8
0,44990995,6,4,
0,44991039,32,18,13
0,44991082,41,51,11
0,44991117,11,4,
0,44991175,10,3,
0,44991384,16,1,15
0,44991542,14,0,17
0,44991696,8,1,
1,44840013,1143,286,
1,44854518,371,235,
1,44864134,1402,799,
1,44866208,1107,855,
1,44870277,224,268,
1,44875137,163,223,
1,44875848,570,194,
1,44878147,1324,691,
1,44880139,215,97,
1,44884077,98,54,
1,44886647,1033,325,
1,44886997,363,352,
1,44887744,189,24,
1,44888236,212,297,
1,44888548,140,51,
1,44889673,108,52,
1,44889715,207,201,
1,44889941,806,298,
1,44891090,115,92,
1,44891596,140,145,
1,44892283,496,883,
1,44894910,377,363,
1,44895497,165,118,
1,44896085,263,272,
1,44896472,89,47,
1,44899886,50,27,
1,44900116,860,504,
1,44900340,213,180,
1,44901528,73,61,
1,44902148,823,317,
1,44906305,453,313,
1,44906918,124,67,
1,44906985,93,48,
1,44907133,142,97,
1,44908528,395,92,
1,44909133,159,63,
1,44910300,53,17,
1,44910865,649,175,
1,44911582,68,58,
1,44912822,62,6,
1,44912881,111,70,
1,44913081,112,151,
1,44913587,92,23,
1,44914061,504,204,
1,44914149,161,50,
1,44915164,437,128,
1,44915206,113,52,
1,44915228,28,2,
1,44915452,65,116,
1,44915897,594,72,
1,44915939,34,18,
1,44916339,192,31,
1,44916783,553,287,
1,44919527,52,6,
1,44919666,73,28,
1,44919891,503,281,
1,44920539,49,36,
1,44920747,52,5,
1,44921137,941,389,
1,44921195,337,77,
1,44921467,77,9,
1,44921609,323,87,
1,44921780,88,11,
1,44921879,59,44,
1,44922362,174,54,
1,44922540,180,124,
1,44923451,52,22,
1,44923520,683,304,
1,44924031,53,36,
1,44924261,92,87,
1,44924461,391,348,
1,44925066,13,1,
1,44925123,131,12,
1,44925380,511,207,
1,44925570,221,62,
1,44926143,78,109,
1,44926785,87,52,
1,44926855,166,68,
1,44927629,66,54,
1,44927778,124,25,
1,44927934,450,408,
1,44927953,123,26,
1,44928997,220,38,
1,44929260,442,258,
1,44929424,120,32,
1,44929633,11,16,
1,44930222,220,343,
1,44930625,60,17,
1,44930808,440,182,
1,44931079,48,8,
1,44931305,52,54,
1,44931321,139,142,
1,44931368,171,30,
1,44931371,188,67,
1,44931666,278,70,
1,44931761,16,0,
1,44931763,320,393,
1,44932342,100,53,
1,44932401,469,56,
1,44932509,87,24,
1,44932624,126,42,
1,44932651,464,99,
1,44932980,510,148,
1,44933019,65,31,
1,44933255,497,226,
1,44933290,181,77,
1,44933802,22,11,
1,44934386,112,112,
1,44934391,258,70,
1,44934476,86,38,
1,44935169,220,83,
1,44935658,101,18,
1,44935850,67,97,
1,44936309,212,88,
1,44936333,101,19,
1,44936535,188,151,
1,44936575,97,34,
1,44936627,66,9,
1,44937530,126,21,
1,44937550,294,115,
1,44937819,135,36,
1,44937893,62,86,
1,44937991,636,233,
1,44938156,75,15,
1,44938309,43,3,
1,44938354,91,20,
1,44938499,20,7,
1,44938622,144,24,
1,44938667,87,6,
1,44938718,81,25,
1,44938818,298,130,
1,44938920,227,139,
1,44938963,73,14,
1,44939014,85,26,
1,44939165,137,323,
1,44939331,194,96,
1,44939423,86,28,
1,44939456,157,15,
1,44939460,103,125,
1,44939502,48,17,
1,44939642,71,66,
1,44939654,73,19,
1,44939688,49,5,
1,44939849,131,102,
1,44939873,48,8,
1,44939874,37,7,
1,44939902,71,17,
1,44939939,111,90,
1,44939948,59,40,
1,44940089,224,93,
1,44940363,89,181,
1,44940416,143,139,
1,44940451,18,0,
1,44940485,421,157,
1,44940619,14,15,
1,44940649,76,59,
1,44940896,21,3,
1,44941049,10,1,
1,44941056,184,100,30
1,44941118,223,166,
1,44941369,523,461,
1,44941546,89,27,
1,44941553,8,5,
